"Date","AQS_SITE_ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2015","060190007","1","42","ppb","40","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/02/2015","060190007","1","37","ppb","35","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/03/2015","060190007","1","40","ppb","38","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/04/2015","060190007","1","36","ppb","34","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/05/2015","060190007","1","41","ppb","39","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/06/2015","060190007","1","43","ppb","41","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/07/2015","060190007","1","50","ppb","47","19","79.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/08/2015","060190007","1","56","ppb","53","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/09/2015","060190007","1","40","ppb","38","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/10/2015","060190007","1","42","ppb","40","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/11/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/12/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/13/2015","060190007","1","35","ppb","33","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/14/2015","060190007","1","31","ppb","29","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/16/2015","060190007","1","20","ppb","19","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/17/2015","060190007","1","17","ppb","16","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/18/2015","060190007","1","17","ppb","16","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/19/2015","060190007","1","17","ppb","16","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/20/2015","060190007","1","12","ppb","11","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/21/2015","060190007","1","14","ppb","13","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/22/2015","060190007","1","16","ppb","15","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/23/2015","060190007","1","18","ppb","17","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/24/2015","060190007","1","13","ppb","12","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/25/2015","060190007","1","18","ppb","17","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/26/2015","060190007","1","23","ppb","22","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/27/2015","060190007","1","31","ppb","29","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/28/2015","060190007","1","25","ppb","24","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/29/2015","060190007","1","30","ppb","28","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/30/2015","060190007","1","24","ppb","23","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"01/31/2015","060190007","1","26","ppb","25","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/01/2015","060190007","1","36","ppb","34","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/02/2015","060190007","1","43","ppb","41","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/03/2015","060190007","1","47","ppb","44","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/04/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/05/2015","060190007","1","33","ppb","31","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/06/2015","060190007","1","18","ppb","17","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/07/2015","060190007","1","9","ppb","8","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/08/2015","060190007","1","6","ppb","6","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/09/2015","060190007","1","19","ppb","18","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/10/2015","060190007","1","28","ppb","26","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/11/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/12/2015","060190007","1","39","ppb","37","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/13/2015","060190007","1","45","ppb","42","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/14/2015","060190007","1","30","ppb","28","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/15/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/16/2015","060190007","1","20","ppb","19","24","100.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/17/2015","060190007","1","21","ppb","20","21","88.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/18/2015","060190007","1","24","ppb","23","21","88.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/19/2015","060190007","1","23","ppb","22","18","75.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/20/2015","060190007","1","19","ppb","18","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/21/2015","060190007","1","23","ppb","22","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/22/2015","060190007","1","27","ppb","25","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/23/2015","060190007","1","16","ppb","15","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/24/2015","060190007","1","31","ppb","29","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/25/2015","060190007","1","42","ppb","40","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/26/2015","060190007","1","24","ppb","23","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/27/2015","060190007","1","29","ppb","27","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"02/28/2015","060190007","1","15","ppb","14","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/01/2015","060190007","1","20","ppb","19","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/02/2015","060190007","1","21","ppb","20","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/03/2015","060190007","1","37","ppb","35","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/04/2015","060190007","1","38","ppb","36","19","79.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/05/2015","060190007","1","41","ppb","39","21","88.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/06/2015","060190007","1","45","ppb","42","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/07/2015","060190007","1","29","ppb","27","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/08/2015","060190007","1","36","ppb","34","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/09/2015","060190007","1","33","ppb","31","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/10/2015","060190007","1","36","ppb","34","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/11/2015","060190007","1","26","ppb","25","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/12/2015","060190007","1","25","ppb","24","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/13/2015","060190007","1","40","ppb","38","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/14/2015","060190007","1","27","ppb","25","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/15/2015","060190007","1","12","ppb","11","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/16/2015","060190007","1","24","ppb","23","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/17/2015","060190007","1","18","ppb","17","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/18/2015","060190007","1","18","ppb","17","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/19/2015","060190007","1","43","ppb","41","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/20/2015","060190007","1","37","ppb","35","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/21/2015","060190007","1","24","ppb","23","22","92.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/22/2015","060190007","1","23","ppb","22","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/23/2015","060190007","1","20","ppb","19","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/24/2015","060190007","1","20","ppb","19","21","88.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/25/2015","060190007","1","34","ppb","32","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
"03/26/2015","060190007","1","41","ppb","39","23","96.0000","42602","Nitrogen dioxide (NO2)","23420","Fresno, CA","06","California","019","Fresno","36.7055057000087","-119.741966039575"
